ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
1861441000033112	407847009	Omeprazole 20mg gastro-resistant tablets	Omeprazole 20mg gastro-resistant tablets	Gastro-resistant tablet	Oral	Omeprazole	20.000mg	1030500	NA
1861541000033113	407848004	Omeprazole 40mg gastro-resistant tablets	Omeprazole 40mg gastro-resistant tablets	Gastro-resistant tablet	Oral	Omeprazole	40.000mg	1030500	NA
2849041000033112	3633611000001105	Omeran 40mg gastro-resistant tablets (Ranbaxy (UK) Ltd)	Omeran 40mg gastro-resistant tablets	Gastro-resistant tablet	Oral	Omeprazole	40.000mg		NA
3979041000033112	426016003	Diazepam 25mg/5ml oral solution	Diazepam 25mg/5ml oral solution	Oral solution	Oral	Diazepam	5.000mg/1.000ml		NA
133441000033113	3431911000001103	Betamethasone 0.1% foam	Betamethasone 0.1% foam	Foam	Cutaneous	Betamethasone valerate	1.000mg/1.000gram	13040000	NA
133341000033119	3186411000001108	Bettamousse 0.1% cutaneous foam (RPH Pharmaceuticals AB)	Bettamousse 0.1% cutaneous foam	Foam	Cutaneous	Betamethasone valerate	1.000mg/1.000gram	13040000	NA
3013841000033115	3432011000001105	Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment	Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment	Ointment	Cutaneous	Betamethasone dipropionate/ Calcipotriol hydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram	13050200	NA
2737441000033110	3389811000001109	Dovobet ointment (LEO Pharma)	Dovobet ointment	Ointment	Cutaneous	Betamethasone dipropionate/ Calcipotriol hydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram	13050200	NA
1463541000033118	358611000001101	Tri-Adcortyl Otic ointment (Bristol-Myers Squibb Pharmaceuticals Ltd)	Tri-Adcortyl Otic ointment	Ointment	Auricular	Gramicidin/ Neomycin sulfate/ Nystatin/ Triamcinolone acetonide	25.000microgram/1.000gram + 250.000microgram/1.000gram + 100000.000unit/1.000gram + 100.000microgram/1.000gram		NA
1456241000033118	689911000001101	Tri-Adcortyl cream (Bristol-Myers Squibb Pharmaceuticals Ltd)	Tri-Adcortyl cream	Cream	Cutaneous	Gramicidin/ Neomycin sulfate/ Nystatin/ Triamcinolone acetonide	250.000microgram/1.000gram + 2.500mg/1.000gram + 100000.000unit/1.000gram + 1.000mg/1.000gram		NA
1463341000033113	3408811000001106	Tri-Adcortyl ointment (Bristol-Myers Squibb Pharmaceuticals Ltd)	Tri-Adcortyl ointment	Ointment	Cutaneous	Gramicidin/ Neomycin sulfate/ Nystatin/ Triamcinolone acetonide	250.000microgram/1.000gram + 2.500mg/1.000gram + 100000.000unit/1.000gram + 1.000mg/1.000gram		NA
3231241000033118	3682811000001105	Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment	Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment	Ointment	Cutaneous	Chlortetracycline hydrochloride/ Triamcinolone acetonide	30.900mg/1.000gram + 1.000mg/1.000gram	13040000	NA
94141000033117	3681611000001100	Aureocort ointment (Advanz Pharma)	Aureocort ointment	Ointment	Cutaneous	Chlortetracycline hydrochloride/ Triamcinolone acetonide	30.900mg/1.000gram + 1.000mg/1.000gram	13040000	NA
2880841000033116	4040911000001100	Zoton FasTab 15mg (Pfizer Ltd)	Zoton FasTab 15mg	Orodispersible tablet	Oral	Lansoprazole	15.000mg	1030500	NA
2880641000033117	4053411000001103	Lansoprazole 15mg orodispersible tablets	Lansoprazole 15mg orodispersible tablets	Orodispersible tablet	Oral	Lansoprazole	15.000mg	1030500	NA
2880741000033114	4053511000001104	Lansoprazole 30mg orodispersible tablets	Lansoprazole 30mg orodispersible tablets	Orodispersible tablet	Oral	Lansoprazole	30.000mg	1030500	NA
2880941000033112	4041711000001105	Zoton FasTab 30mg (Pfizer Ltd)	Zoton FasTab 30mg	Orodispersible tablet	Oral	Lansoprazole	30.000mg	1030500	NA
1458741000033113	4562411000001104	Triamcinolone hexacetonide 20mg/1ml suspension for injection vials	Triamcinolone hexacetonide 20mg/1ml suspension for injection vials	Suspension for injection	Intraarticular	Triamcinolone hexacetonide	20.000mg/1.000ml		NA
823241000033116	4562611000001101	Lederspan 20mg/1ml suspension for injection vials (Wyeth Pharmaceuticals)	Lederspan 20mg/1ml suspension for injection vials	Suspension for injection	Intraarticular	Triamcinolone hexacetonide	20.000mg/1.000ml		NA
136241000033118	4669611000001104	Betnovate rectal ointment (GlaxoSmithKline UK Ltd)	Betnovate rectal ointment	Rectal ointment	Cutaneous/ Rectal	Betamethasone valerate/ Lidocaine hydrochloride/ Phenylephrine hydrochloride	50.000microgram/1.000gram + 25.000mg/1.000gram + 1.000mg/1.000gram		NA
3051141000033116	7322511000001101	Esomeprazole 40mg powder for solution for injection vials	Esomeprazole 40mg powder for solution for injection vials	Powder for solution for injection	Intravenous	Esomeprazole sodium	40.000mg	1030500	NA
3051241000033111	7320811000001104	Nexium I.V 40mg powder for solution for injection vials (AstraZeneca UK Ltd)	Nexium I.V 40mg powder for solution for injection vials	Powder for solution for injection	Intravenous	Esomeprazole sodium	40.000mg	1030500	NA
8193441000033114	8558811000001105	Hydroxychloroquine 100mg/5ml oral suspension	Hydroxychloroquine 100mg/5ml oral suspension	Oral suspension	Oral	Hydroxychloroquine sulfate	20.000mg/1.000ml		NA
5970041000033111	8559911000001108	Hydroxychloroquine 200mg/5ml oral solution	Hydroxychloroquine 200mg/5ml oral solution	Oral solution	Oral	Hydroxychloroquine sulfate	40.000mg/1.000ml		NA
5970141000033110	8560011000001105	Hydroxychloroquine 200mg/5ml oral suspension	Hydroxychloroquine 200mg/5ml oral suspension	Oral suspension	Oral	Hydroxychloroquine sulfate	40.000mg/1.000ml		NA
3964041000033115	8670511000001102	Omeprazole 10mg/5ml oral suspension	Omeprazole 10mg/5ml oral suspension	Oral suspension	Oral	Omeprazole	2.000mg/1.000ml		NA
3892341000033119	8670711000001107	Omeprazole 20mg/5ml oral suspension	Omeprazole 20mg/5ml oral suspension	Oral suspension	Oral	Omeprazole	4.000mg/1.000ml		NA
5887541000033115	8670811000001104	Omeprazole 5mg/5ml oral suspension	Omeprazole 5mg/5ml oral suspension	Oral suspension	Oral	Omeprazole	1.000mg/1.000ml		NA
5991641000033117	8792711000001108	Diazepam 10mg/5ml oral solution	Diazepam 10mg/5ml oral solution	Oral solution	Oral	Diazepam	2.000mg/1.000ml		NA
5991741000033114	8792911000001105	Diazepam 2.5mg/5ml oral solution	Diazepam 2.5mg/5ml oral solution	Oral solution	Oral	Diazepam	500.000microgram/1.000ml		NA
2801141000033116	9835611000001100	Fenogal 200mg capsules (Genus Pharmaceuticals Ltd)	Fenogal 200mg capsules	Capsule	Oral	Fenofibrate	200.000mg	2120000	NA
564541000033112	9843611000001100	Fenofibrate 200mg capsules	Fenofibrate 200mg capsules	Capsule	Oral	Fenofibrate	200.000mg	2120000	NA
5973841000033110	13001811000001104	Omeprazole 40mg/5ml oral solution	Omeprazole 40mg/5ml oral solution	Oral solution	Oral	Omeprazole	8.000mg/1.000ml		NA
5973941000033119	13001911000001100	Omeprazole 40mg/5ml oral suspension	Omeprazole 40mg/5ml oral suspension	Oral suspension	Oral	Omeprazole	8.000mg/1.000ml		NA
5641341000033117	13821911000001108	Lansoprazole 5mg/5ml oral suspension	Lansoprazole 5mg/5ml oral suspension	Oral suspension	Oral	Lansoprazole	1.000mg/1.000ml		NA
2762441000033119	13893211000001108	Diazepam 10mg/5ml oral suspension	Diazepam 10mg/5ml oral suspension	Oral suspension	Oral	Diazepam	2.000mg/1.000ml		NA
3345241000033111	13893311000001100	Diazepam 2.5mg/5ml oral suspension	Diazepam 2.5mg/5ml oral suspension	Oral suspension	Oral	Diazepam	500.000microgram/1.000ml		NA
5971141000033115	14014211000001108	Lansoprazole 30mg/5ml oral solution	Lansoprazole 30mg/5ml oral solution	Oral solution	Oral	Lansoprazole	6.000mg/1.000ml		NA
5971241000033110	14014311000001104	Lansoprazole 30mg/5ml oral suspension	Lansoprazole 30mg/5ml oral suspension	Oral suspension	Oral	Lansoprazole	6.000mg/1.000ml		NA
10495941000033116	29879511000001100	Dovobet gel Applicator (LEO Pharma)	Dovobet gel Applicator	Gel	Cutaneous	Betamethasone dipropionate/ Calcipotriol monohydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram		NA
4805441000033116	14677011000001108	Xamiol gel (LEO Pharma)	Xamiol gel	Gel	Cutaneous	Betamethasone dipropionate/ Calcipotriol monohydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram		NA
4805341000033110	14679811000001106	Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel	Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel	Gel	Cutaneous	Betamethasone dipropionate/ Calcipotriol monohydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram	13050200	NA
5909241000033119	17644911000001108	Dovobet gel (LEO Pharma)	Dovobet gel	Gel	Cutaneous	Betamethasone dipropionate/ Calcipotriol monohydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram	13050200	NA
9200741000033114	15222011000001104	Coal tar solution 10% in Betamethasone valerate 0.025% ointment	Coal tar solution 10% in Betamethasone valerate 0.025% ointment	Ointment	Route of administration not applicable	Betamethasone valerate/ Coal tar solution	225.000microgram/1.000gram + 100.000mg/1.000gram		NA
5404341000033111	15223211000001102	Coal tar solution 5% in Betamethasone valerate 0.025% ointment	Coal tar solution 5% in Betamethasone valerate 0.025% ointment	Ointment	Route of administration not applicable	Betamethasone valerate/ Coal tar solution	237.500microgram/1.000gram + 50.000mg/1.000gram		NA
5970941000033112	15536711000001106	Lansoprazole 15mg/5ml oral solution	Lansoprazole 15mg/5ml oral solution	Oral solution	Oral	Lansoprazole	3.000mg/1.000ml		NA
5128841000033117	36464911000001104	Betesil 2.25mg medicated plasters (Derma UK Ltd)	Betesil 2.25mg medicated plasters	Medicated plaster	Cutaneous	Betamethasone valerate	2.250mg		NA
5131941000033118	15537111000001108	Betamethasone valerate 2.25mg medicated plasters	Betamethasone valerate 2.25mg medicated plasters	Medicated plaster	Cutaneous	Betamethasone valerate	2.250mg	13040000	NA
5971041000033119	15632711000001100	Lansoprazole 15mg/5ml oral suspension	Lansoprazole 15mg/5ml oral suspension	Oral suspension	Oral	Lansoprazole	3.000mg/1.000ml		NA
5324541000033119	16132311000001104	Esomeprazole 10mg gastro-resistant granules sachets	Esomeprazole 10mg gastro-resistant granules sachets	Gastro-resistant granules	Oral/ Gastroenteral	Esomeprazole magnesium trihydrate	10.000mg	1030500	NA
5324441000033115	16116611000001104	Nexium 10mg gastro-resistant granules sachets (AstraZeneca UK Ltd)	Nexium 10mg gastro-resistant granules sachets	Gastro-resistant granules	Oral/ Gastroenteral	Esomeprazole magnesium trihydrate	10.000mg	1030500	NA
5324341000033114	16174311000001108	Ketoprofen 100mg / Omeprazole 20mg modified-release capsules	Ketoprofen 100mg / Omeprazole 20mg modified-release capsules	Modified-release capsule	Oral	Ketoprofen/ Omeprazole	100.000mg + 20.000mg	10010100	NA
5324141000033111	16148311000001100	Axorid 100mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)	Axorid 100mg/20mg modified-release capsules	Modified-release capsule	Oral	Ketoprofen/ Omeprazole	100.000mg + 20.000mg	10010100	NA
5324241000033116	16174411000001100	Ketoprofen 200mg / Omeprazole 20mg modified-release capsules	Ketoprofen 200mg / Omeprazole 20mg modified-release capsules	Modified-release capsule	Oral	Ketoprofen/ Omeprazole	200.000mg + 20.000mg	10010100	NA
5324041000033112	16140611000001108	Axorid 200mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd)	Axorid 200mg/20mg modified-release capsules	Modified-release capsule	Oral	Ketoprofen/ Omeprazole	200.000mg + 20.000mg	10010100	NA
11810741000033110	33664711000001104	Ventra 20mg gastro-resistant capsules (Ethypharm UK Ltd)	Ventra 20mg gastro-resistant capsules	Gastro-resistant capsule	Oral/ Gastroenteral	Esomeprazole magnesium dihydrate	20.000mg		NA
5882041000033110	17603611000001106	Emozul 20mg gastro-resistant capsules (Consilient Health Ltd)	Emozul 20mg gastro-resistant capsules	Gastro-resistant capsule	Oral/ Gastroenteral	Esomeprazole magnesium dihydrate	20.000mg	1030500	NA
5881841000033112	17631311000001108	Esomeprazole 20mg gastro-resistant capsules	Esomeprazole 20mg gastro-resistant capsules	Gastro-resistant capsule	Oral/ Gastroenteral	Esomeprazole magnesium dihydrate	20.000mg	1030500	NA
11810641000033118	33665211000001104	Ventra 40mg gastro-resistant capsules (Ethypharm UK Ltd)	Ventra 40mg gastro-resistant capsules	Gastro-resistant capsule	Oral/ Gastroenteral	Esomeprazole magnesium dihydrate	40.000mg		NA
5881941000033116	17631411000001100	Esomeprazole 40mg gastro-resistant capsules	Esomeprazole 40mg gastro-resistant capsules	Gastro-resistant capsule	Oral/ Gastroenteral	Esomeprazole magnesium dihydrate	40.000mg	1030500	NA
5882141000033114	17603311000001100	Emozul 40mg gastro-resistant capsules (Consilient Health Ltd)	Emozul 40mg gastro-resistant capsules	Gastro-resistant capsule	Oral/ Gastroenteral	Esomeprazole magnesium dihydrate	40.000mg	1030500	NA
6037341000033119	18233711000001100	Vimovo 500mg/20mg modified-release tablets (AstraZeneca UK Ltd)	Vimovo 500mg/20mg modified-release tablets	Modified-release tablet	Oral	Esomeprazole magnesium trihydrate/ Naproxen	20.000mg + 500.000mg	10010100	NA
6037241000033112	18245811000001108	Naproxen 500mg / Esomeprazole 20mg modified-release tablets	Naproxen 500mg / Esomeprazole 20mg modified-release tablets	Modified-release tablet	Oral	Esomeprazole magnesium trihydrate/ Naproxen	20.000mg + 500.000mg	10010100	NA
3993641000033114	19677811000001104	Diazepam 2mg/5ml oral suspension	Diazepam 2mg/5ml oral suspension	Oral suspension	Oral	Diazepam	400.000microgram/1.000ml		NA
12583741000033116	21147411000001104	Otocomb Otic ear ointment (Imported (Australia))	Otocomb Otic ear ointment	Ointment		Gramicidin/ Neomycin sulfate/ Nystatin/ Triamcinolone acetonide	250.000microgram/1.000gram + 2.500mg/1.000gram + 100000.000unit/1.000gram + 1.000mg/1.000gram		NA
9158541000033112	24408011000001100	Leflunomide 15mg tablets	Leflunomide 15mg tablets	Tablet	Oral	Leflunomide	15.000mg		NA
9216541000033116	24566011000001104	Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules	Triamcinolone hexacetonide 20mg/1ml suspension for injection ampoules	Suspension for injection	Intraarticular/ Periarticular	Triamcinolone hexacetonide	20.000mg/1.000ml		NA
11241941000033116	32170911000001100	Cholib 145mg/20mg tablets (Mylan)	Cholib 145mg/20mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 20.000mg	2120000	NA
11241741000033120	32234211000001100	Fenofibrate 145mg / Simvastatin 20mg tablets	Fenofibrate 145mg / Simvastatin 20mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 20.000mg	2120000	NA
11241841000033112	32234311000001108	Fenofibrate 145mg / Simvastatin 40mg tablets	Fenofibrate 145mg / Simvastatin 40mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 40.000mg	2120000	NA
11242041000033110	32169911000001104	Cholib 145mg/40mg tablets (Mylan)	Cholib 145mg/40mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 40.000mg	2120000	NA
11501141000033116	32615311000001104	Enstilar 50micrograms/g / 0.5 mg/g cutaneous foam (LEO Pharma)	Enstilar 50micrograms/g / 0.5 mg/g cutaneous foam	Foam	Cutaneous	Betamethasone dipropionate/ Calcipotriol monohydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram	13050200	NA
11500441000033120	32615511000001104	Calcipotriol 50micrograms/g / Betamethasone dipropionate 500micrograms/g foam	Calcipotriol 50micrograms/g / Betamethasone dipropionate 500micrograms/g foam	Foam	Cutaneous	Betamethasone dipropionate/ Calcipotriol monohydrate	500.000microgram/1.000gram + 50.000microgram/1.000gram	13050200	NA
4897841000033111	34683611000001100	Hydroxychloroquine 400mg/5ml oral suspension	Hydroxychloroquine 400mg/5ml oral suspension	Oral suspension	Oral	Hydroxychloroquine sulfate	80.000mg/1.000ml		NA
131541000033113	35910611000001104	Betamethasone 4mg/1ml solution for injection ampoules	Betamethasone 4mg/1ml solution for injection ampoules	Solution for injection	Intravenous/ Intramuscular/ Subconjunctival	Betamethasone sodium phosphate	4.000mg/1.000ml	3020000	NA
131341000033118	3932011000001108	Betnesol 4mg/1ml solution for injection ampoules (Focus Pharmaceuticals Ltd)	Betnesol 4mg/1ml solution for injection ampoules	Solution for injection	Intravenous/ Intramuscular/ Subconjunctival	Betamethasone sodium phosphate	4.000mg/1.000ml	8020200/ 10010201	NA
3224741000033111	35910711000001108	Betamethasone dipropionate 0.05% / Salicylic acid 2% scalp application	Betamethasone dipropionate 0.05% / Salicylic acid 2% scalp application	Liquid	Cutaneous	Betamethasone dipropionate/ Salicylic acid	500.000microgram/1.000ml + 20.000mg/1.000ml	13040000	NA
451441000033112	531811000001105	Diprosalic 0.05%/2% scalp application (Merck Sharp & Dohme Ltd)	Diprosalic 0.05%/2% scalp application	Liquid	Cutaneous	Betamethasone dipropionate/ Salicylic acid	500.000microgram/1.000ml + 20.000mg/1.000ml	13040000	NA
3257741000033116	35910811000001104	Betamethasone dipropionate 0.064% / Clotrimazole 1% cream	Betamethasone dipropionate 0.064% / Clotrimazole 1% cream	Cream	Cutaneous	Betamethasone dipropionate/ Clotrimazole	640.000microgram/1.000gram + 10.000mg/1.000gram	13040000	NA
842841000033112	2899411000001101	Lotriderm cream (Merck Sharp & Dohme Ltd)	Lotriderm cream	Cream	Cutaneous	Betamethasone dipropionate/ Clotrimazole	640.000microgram/1.000gram + 10.000mg/1.000gram	13040000	NA
3867241000033111	35921511000001104	Triamcinolone acetonide 10mg/1ml suspension for injection ampoules	Triamcinolone acetonide 10mg/1ml suspension for injection ampoules	Suspension for injection	Intraarticular/ Intrabursal/ Intradermal	Triamcinolone acetonide	10.000mg/1.000ml	10010202	NA
3867441000033112	911211000001105	Adcortyl Intra-articular / Intradermal 10mg/1ml suspension for injection ampoules (Bristol-Myers Squibb Pharmaceuticals Ltd)	Adcortyl Intra-articular / Intradermal 10mg/1ml suspension for injection ampoules	Suspension for injection	Intraarticular/ Intrabursal/ Intradermal	Triamcinolone acetonide	10.000mg/1.000ml	10010202	NA
1465341000033112	35921611000001104	Triamcinolone acetonide 40mg/1ml suspension for injection pre-filled syringes	Triamcinolone acetonide 40mg/1ml suspension for injection pre-filled syringes	Suspension for injection	Intramuscular	Triamcinolone acetonide	40.000mg/1.000ml	8020200	NA
802441000033115	793711000001105	Kenalog Intramuscular 40mg/1ml suspension for injection pre-filled syringes (Bristol-Myers Squibb Pharmaceuticals Ltd)	Kenalog Intramuscular 40mg/1ml suspension for injection pre-filled syringes	Suspension for injection	Intramuscular	Triamcinolone acetonide	40.000mg/1.000ml	8020200/ 9010400	NA
5329741000033114	35921711000001108	Triamcinolone acetonide 40mg/1ml suspension for injection vials	Triamcinolone acetonide 40mg/1ml suspension for injection vials	Suspension for injection	Intraarticular/ Intramuscular/ Intravitreal	Triamcinolone acetonide	40.000mg/1.000ml	3020000	NA
5329841000033116	306011000001103	Kenalog Intra-articular / Intramuscular 40mg/1ml suspension for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd)	Kenalog Intra-articular / Intramuscular 40mg/1ml suspension for injection vials	Suspension for injection	Intraarticular/ Intramuscular	Triamcinolone acetonide	40.000mg/1.000ml	9010300/ 9010400	NA
3867341000033118	35921811000001104	Triamcinolone acetonide 50mg/5ml suspension for injection vials	Triamcinolone acetonide 50mg/5ml suspension for injection vials	Suspension for injection	Intraarticular/ Intradermal	Triamcinolone acetonide	10.000mg/1.000ml	10010202	NA
3867541000033113	89311000001109	Adcortyl Intra-articular / Intradermal 50mg/5ml suspension for injection vials (Bristol-Myers Squibb Pharmaceuticals Ltd)	Adcortyl Intra-articular / Intradermal 50mg/5ml suspension for injection vials	Suspension for injection	Intraarticular/ Intradermal	Triamcinolone acetonide	10.000mg/1.000ml	10010202	NA
1465441000033118	35921911000001108	Triamcinolone acetonide 80mg/2ml suspension for injection pre-filled syringes	Triamcinolone acetonide 80mg/2ml suspension for injection pre-filled syringes	Suspension for injection	Intramuscular	Triamcinolone acetonide	40.000mg/1.000ml	8020200	NA
802541000033119	865511000001102	Kenalog Intramuscular 80mg/2ml suspension for injection pre-filled syringes (Bristol-Myers Squibb Pharmaceuticals Ltd)	Kenalog Intramuscular 80mg/2ml suspension for injection pre-filled syringes	Suspension for injection	Intramuscular	Triamcinolone acetonide	40.000mg/1.000ml	8020200/ 9010400	NA
1459041000033119	35922011000001104	Triamcinolone hexacetonide 100mg/5ml suspension for injection vials	Triamcinolone hexacetonide 100mg/5ml suspension for injection vials	Suspension for injection	Intraarticular	Triamcinolone hexacetonide	20.000mg/1.000ml		NA
821641000033119	4563011000001104	Lederspan 100mg/5ml suspension for injection vials (Wyeth Pharmaceuticals)	Lederspan 100mg/5ml suspension for injection vials	Suspension for injection	Intraarticular	Triamcinolone hexacetonide	20.000mg/1.000ml		NA
2158941000033111	36022211000001100	Omeprazole 40mg powder and solvent for solution for injection vials	Omeprazole 40mg powder and solvent for solution for injection vials	Powder and solvent for solution for injection	Intravenous	Omeprazole sodium	40.000mg	1030500	NA
2158841000033115	9832811000001108	Losec I.V. 40mg powder and solvent for solution for injection vials (AstraZeneca UK Ltd)	Losec I.V. 40mg powder and solvent for solution for injection vials	Powder and solvent for solution for injection	Intravenous	Omeprazole sodium	40.000mg	1030500	NA
1843041000033114	36022311000001108	Omeprazole 40mg powder for solution for infusion vials	Omeprazole 40mg powder for solution for infusion vials	 Powder for solution for infusion	Intravenous	Omeprazole sodium	40.000mg	1030500	NA
1843141000033113	4370611000001108	Losec Infusion 40mg powder for solution for infusion vials (AstraZeneca UK Ltd)	Losec Infusion 40mg powder for solution for infusion vials	 Powder for solution for infusion	Intravenous	Omeprazole sodium	40.000mg	1030500	NA
1625941000033118	36037911000001104	Lansoprazole 30mg gastro-resistant granules sachets	Lansoprazole 30mg gastro-resistant granules sachets	Gastro-resistant granules	Oral	Lansoprazole	30.000mg		NA
1713841000033114	3261211000001101	Zoton 30mg gastro-resistant granules sachets (Wyeth Pharmaceuticals)	Zoton 30mg gastro-resistant granules sachets	Gastro-resistant granules	Oral	Lansoprazole	30.000mg		NA
3033041000033117	36097511000001104	Diazepam 10mg/2ml emulsion for injection ampoules	Diazepam 10mg/2ml emulsion for injection ampoules	Emulsion for injection	Intravenous	Diazepam	5.000mg/1.000ml	15010401	NA
446441000033119	3971111000001102	Diazemuls 10mg/2ml emulsion for injection ampoules (Accord Healthcare Ltd)	Diazemuls 10mg/2ml emulsion for injection ampoules	Emulsion for injection	Intravenous	Diazepam	5.000mg/1.000ml	15010401	NA
3033141000033118	36097611000001104	Diazepam 10mg/2ml solution for injection ampoules	Diazepam 10mg/2ml solution for injection ampoules	Solution for injection	Intravenous/ Intramuscular	Diazepam	5.000mg/1.000ml	15010401	NA
