ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
10541941000033120	29950811000001104	Ikervis 0.1% eye drops 0.3ml unit dose (Santen UK Ltd)	Ikervis 0.1% eye drops 0.3ml unit dose	Eye drops	Ocular	Ciclosporin	1.000mg/1.000ml	11040200	NA
10541841000033110	29951011000001100	Ciclosporin 0.1% eye drops 0.3ml unit dose	Ciclosporin 0.1% eye drops 0.3ml unit dose	Eye drops	Ocular	Ciclosporin	1.000mg/1.000ml	11040200	NA
12667741000033116	35840311000001104	Verkazia 0.1% eye drops 0.3ml unit dose (Santen UK Ltd)	Verkazia 0.1% eye drops 0.3ml unit dose	Eye drops	Ocular	Ciclosporin	1.000mg/1.000ml		NA
10943641000033116	31142011000001104	Sacubitril 24mg / Valsartan 26mg tablets	Sacubitril 24mg / Valsartan 26mg tablets	Tablet	Oral	Sacubitril/ Valsartan	24.000mg + 26.000mg	2050502	NA
10943941000033112	31136811000001108	Entresto 24mg/26mg tablets (Novartis Pharmaceuticals UK Ltd)	Entresto 24mg/26mg tablets	Tablet	Oral	Sacubitril/ Valsartan	24.000mg + 26.000mg	2050502	NA
10944041000033114	31136411000001108	Entresto 49mg/51mg tablets (Novartis Pharmaceuticals UK Ltd)	Entresto 49mg/51mg tablets	Tablet	Oral	Sacubitril/ Valsartan	49.000mg + 51.000mg	2050502	NA
10943741000033114	31142111000001104	Sacubitril 49mg / Valsartan 51mg tablets	Sacubitril 49mg / Valsartan 51mg tablets	Tablet	Oral	Sacubitril/ Valsartan	49.000mg + 51.000mg	2050502	NA
10943841000033116	31142211000001108	Sacubitril 97mg / Valsartan 103mg tablets	Sacubitril 97mg / Valsartan 103mg tablets	Tablet	Oral	Sacubitril/ Valsartan	97.000mg + 103.000mg	2050502	NA
10944141000033112	31138011000001104	Entresto 97mg/103mg tablets (Novartis Pharmaceuticals UK Ltd)	Entresto 97mg/103mg tablets	Tablet	Oral	Sacubitril/ Valsartan	97.000mg + 103.000mg	2050502	NA
11241941000033116	32170911000001100	Cholib 145mg/20mg tablets (Mylan)	Cholib 145mg/20mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 20.000mg	2120000	NA
11241741000033120	32234211000001100	Fenofibrate 145mg / Simvastatin 20mg tablets	Fenofibrate 145mg / Simvastatin 20mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 20.000mg	2120000	NA
11241841000033112	32234311000001108	Fenofibrate 145mg / Simvastatin 40mg tablets	Fenofibrate 145mg / Simvastatin 40mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 40.000mg	2120000	NA
11242041000033110	32169911000001104	Cholib 145mg/40mg tablets (Mylan)	Cholib 145mg/40mg tablets	Tablet	Oral	Fenofibrate/ Simvastatin	145.000mg + 40.000mg	2120000	NA
12361841000033112	34680711000001100	Ciclosporin 0.06% eye drops 0.4ml unit dose preservative free	Ciclosporin 0.06% eye drops 0.4ml unit dose preservative free	Eye drops	Ocular	Ciclosporin	600.000microgram/1.000ml		NA
12395941000033116	34769711000001100	Fluconazole 400mg/200ml infusion bags	Fluconazole 400mg/200ml infusion bags	Infusion	Intravenous	Fluconazole	2.000mg/1.000ml		NA
278241000033118	35368711000001104	Clarithromycin 125mg/5ml oral suspension	Clarithromycin 125mg/5ml oral suspension	Oral suspension	Oral	Clarithromycin	25.000mg/1.000ml	5010500	NA
805141000033117	917411000001101	Klaricid Paediatric 125mg/5ml oral suspension (Mylan)	Klaricid Paediatric 125mg/5ml oral suspension	Oral suspension	Oral	Clarithromycin	25.000mg/1.000ml	5010500	NA
3231841000033119	35910511000001104	Benzoyl peroxide 5% / Erythromycin 3% gel	Benzoyl peroxide 5% / Erythromycin 3% gel	Gel	Cutaneous	Benzoyl peroxide/ Erythromycin	50.000mg/1.000gram + 30.000mg/1.000gram		NA
127941000033110	784911000001105	Benzamycin gel (Schwarz Pharma Ltd)	Benzamycin gel	Gel	Cutaneous	Benzoyl peroxide/ Erythromycin	50.000mg/1.000gram + 30.000mg/1.000gram		NA
2958441000033116	35927411000001108	Sodium fusidate 500mg powder and solvent for solution for infusion vials	Sodium fusidate 500mg powder and solvent for solution for infusion vials	Powder and solvent for solution for infusion	Intravenous	Sodium fusidate	500.000mg		NA
916341000033117	36036011000001104	Miconazole 1.2g vaginal capsules	Miconazole 1.2g vaginal capsules	Capsule	Vaginal	Miconazole nitrate	1.200gram	7020200	NA
656941000033113	3357711000001102	Gyno-Daktarin 1200mg vaginal capsules (Janssen-Cilag Ltd)	Gyno-Daktarin 1200mg vaginal capsules	Capsule	Vaginal	Miconazole nitrate	1.200gram	7020200	NA
534241000033118	36064711000001104	Erythromycin 250mg gastro-resistant capsules	Erythromycin 250mg gastro-resistant capsules	Gastro-resistant capsule	Oral	Erythromycin	250.000mg	5010500	NA
2890541000033117	4227311000001109	Kerymax 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd)	Kerymax 250mg gastro-resistant capsules	Gastro-resistant capsule	Oral	Erythromycin	250.000mg		NA
534141000033113	759811000001108	Erymax 250mg gastro-resistant capsules (Teva UK Ltd)	Erymax 250mg gastro-resistant capsules	Gastro-resistant capsule	Oral	Erythromycin	250.000mg	5010500	NA
1436941000033111	165611000001108	Tiloryth 250mg gastro-resistant capsules (Tillomed Laboratories Ltd)	Tiloryth 250mg gastro-resistant capsules	Gastro-resistant capsule	Oral	Erythromycin	250.000mg	5010500	NA
588041000033114	36067611000001104	Fluconazole 50mg/25ml solution for infusion vials	Fluconazole 50mg/25ml solution for infusion vials	Solution for infusion	Intravenous	Fluconazole	2.000mg/1.000ml	5020100	NA
450141000033111	524111000001102	Diflucan 50mg/25ml solution for infusion vials (Pfizer Ltd)	Diflucan 50mg/25ml solution for infusion vials	Solution for infusion	Intravenous	Fluconazole	2.000mg/1.000ml	5020100	NA
3087341000033116	36139311000001112	Ciclosporin 100mg/ml oral solution sugar free	Ciclosporin 100mg/ml oral solution sugar free	Oral solution	Oral	Ciclosporin	100.000mg/1.000ml	10010300	NA
964241000033115	3490411000001109	Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)	Neoral 100mg/ml oral solution	Oral solution	Oral	Ciclosporin	100.000mg/1.000ml	10010300/ 13050300	NA
1247941000033110	3490711000001103	Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)	Sandimmun 100mg/ml oral solution	Oral solution	Oral	Ciclosporin	100.000mg/1.000ml	10010300/ 13050300	NA
3156941000033117	36139511000001104	Ciclosporin 250mg/5ml solution for infusion ampoules	Ciclosporin 250mg/5ml solution for infusion ampoules	Solution for infusion	Intravenous	Ciclosporin	50.000mg/1.000ml	8020200	NA
3157141000033117	88611000001108	Sandimmun 250mg/5ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)	Sandimmun 250mg/5ml concentrate for solution for infusion ampoules	Solution for infusion	Intravenous	Ciclosporin	50.000mg/1.000ml	8020200	NA
3156841000033113	36140311000001104	Ciclosporin 50mg/1ml solution for infusion ampoules	Ciclosporin 50mg/1ml solution for infusion ampoules	Solution for infusion	Intravenous	Ciclosporin	50.000mg/1.000ml	8020200	NA
3157041000033116	911911000001101	Sandimmun 50mg/1ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)	Sandimmun 50mg/1ml concentrate for solution for infusion ampoules	Solution for infusion	Intravenous	Ciclosporin	50.000mg/1.000ml	8020200	NA
8243841000033116	21708211000001104	Febzin XL 500mg tablets (Actavis UK Ltd)	Febzin XL 500mg tablets	Modified-release tablet	Oral	Clarithromycin	500.000mg		NA
8246541000033111	21667211000001100	Mycifor XL 500mg tablets (Forum Products Ltd)	Mycifor XL 500mg tablets	Modified-release tablet	Oral	Clarithromycin	500.000mg		NA
277841000033115	36142611000001104	Clarithromycin 500mg modified-release tablets	Clarithromycin 500mg modified-release tablets	Modified-release tablet	Oral	Clarithromycin	500.000mg	5010500	NA
11809941000033116	33656011000001108	Xetinin XL 500mg tablets (Morningside Healthcare Ltd)	Xetinin XL 500mg tablets	Modified-release tablet	Oral	Clarithromycin	500.000mg		NA
804941000033116	40811000001101	Klaricid XL 500mg tablets (Mylan)	Klaricid XL 500mg tablets	Modified-release tablet	Oral	Clarithromycin	500.000mg	5010500	NA
6030241000033111	18149211000001104	Clarie XL 500mg tablets (Teva UK Ltd)	Clarie XL 500mg tablets	Modified-release tablet	Oral	Clarithromycin	500.000mg		NA
537441000033113	36564711000001104	Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free	Erythromycin ethyl succinate 125mg/5ml oral suspension sugar free	Oral suspension	Oral	Erythromycin ethyl succinate	25.000mg/1.000ml	5010500	NA
536141000033119	294211000001105	Erythroped PI SF 125mg/5ml oral suspension (Advanz Pharma)	Erythroped PI SF 125mg/5ml oral suspension	Oral suspension	Oral	Erythromycin ethyl succinate	25.000mg/1.000ml	5010500	NA
907341000033117	36566211000001104	Miconazole 2% powder	Miconazole 2% powder	Powder	Cutaneous	Miconazole nitrate	20.000mg/1.000gram	13100200	NA
402641000033114	3779411000001103	Daktarin 2% powder (McNeil Products Ltd)	Daktarin 2% powder	Powder	Cutaneous	Miconazole nitrate	20.000mg/1.000gram	13100200	NA
4593541000033117	3779611000001100	Daktarin Aktiv 2% powder (McNeil Products Ltd)	Daktarin Aktiv 2% powder	Powder	Cutaneous	Miconazole nitrate	20.000mg/1.000gram	13100200	NA
